title,company,salary,description,openings,experience,education,englishlevel,gender,address,Education,English Level,Experience,Gender,Address
Telecalling Executive,Rv Enterprises,"8,500
						-
						19,000 ",,10,,,,,e,10th or Below 10th,Thoda English,Freshers can apply,Female Only,"2 nd floor ganpati house mmm marg near karshi bhawan chauraha hazrat ganaj lucknow 226001, Hazratganj, Lucknow, Uttar Pradesh - 226001"
Sales Admin Executive,Pk Enterprises,"10,000
						-
						14,000 ",,10,,,,,e,Graduate,Good English,Freshers can apply,Both,"4204, 1, 1st Main Rd, Maruthi Extension, Ramamohanapuram, Subramanyanagar,2 State, Rajajinagar, Bengaluru, Karnataka 560021, India, Rajaji Nagar, Bengaluru, Karnataka - 560001"
Telecaller,My Money Fintech Solution,"10,000
						-
						16,000 ",,50,,,,,e,12th Pass,Thoda English,Freshers can apply,Both,"B 85 sector 2, Noida Sector 15, Delhi-NCR, Delhi - 110001"
Helper / Delivery Person,Kunal Electronics,"9,000
						-
						14,000 ",,3,,,,,e,10th or Below 10th,No English,Freshers can apply,Both,"Near, 7, Arya Samaj Mandir Road, Jacobpura, Sector 12, Gurugram, Haryana 122002, India, Jacobpura Miyan Wali Colony Gurgaon, Delhi-NCR, Delhi - 110001"
Back Office Operations Executive,Hire Maids India,"10,000
						-
						14,000 ",,10,,,,,e,12th Pass,Thoda English,Freshers can apply,Female Only,"Office No 5, 1st floor Shree Ram Sadan, Shivaji Nagar, B cabin road, Naupada, Thane west 400602 Landmark opp Tribhuvamdas Bhimji Zaveri., Thane West, Mumbai, Maharashtra - 400076"
Field Sales Executive,Stationary Solution,"12,000
						-
						19,000 ",,10,,,,,e,12th Pass,Good English,Freshers can apply,Male Only,"Bengaluru, Bengaluru, Karnataka - 560001"
Teacher,Lighthouse Learning Private Limited,"9,000
						-
						14,000 ",,10,,,,,e,Graduate,Fluent English,Freshers can apply,Female Only,"Mathikere, Bengaluru, Karnataka, India, Karnataka - 560001"
E Commerce Executive,Swara International,"13,000
						-
						14,000 ",,1,,,,,e,Graduate,Good English,Freshers can apply,Female Only,"Sir Vithaldas Chambers, Homi Modi St, Kala Ghoda, Fort, Mumbai, Maharashtra 400001, India, Horniman Circle - Fort, Mumbai, Maharashtra - 400076"
Autocad Operator,Dholariya Consultancy,"12,000
						-
						14,000 ",,10,,,,,e,Graduate,Thoda English,Freshers can apply,Female Only,"Opp Satva Green Party Plot, Nr Ringroad Circle, Naroda - Dehgam Rd, Hanspura, Naroda, Ahmedabad, Gujarat 382330, India, New Naroda, Ahmedabad, Gujarat - 380001"
CCTV Technician,Panorama Security Systems,"10,000
						-
						14,000 ",,10,,,,,e,10th or Below 10th,Thoda English,Min. 6.0 months,Male Only,"Delhi-NCR, Delhi-NCR, Delhi - 110001"
Email Marketing Executive,Bytemindz Technologies,"10,000
						-
						14,000 ",,2,,,,,e,Graduate,Thoda English,Freshers only,Both,"71, Kalakshetra Rd, Radhakrishnan Nagar, Thiruvanmiyur, Chennai, Tamil Nadu 600041, India, Tamil Nadu - 600001"
Office Associate,Twins International,"12,000
						-
						14,000 ",,10,,,,,e,Graduate,Thoda English,Freshers can apply,Male Only,"20 sayed complex, Ground floor, Thiruneermalai Main Road, Nagalkeni, Chromepet, Chennai-44, Tamil Nadu - 600001"
Salesman,Pace IT,"9,000
						-
						14,000 ",,10,,,,,e,12th Pass,Thoda English,Freshers can apply,Both,"Lamington Rd, Shapur Baug, Grant Road, Mumbai, Maharashtra, India, Maharashtra - 400076"
Account Assistant,M/s Dewanchand Sharma,"10,000
						-
						14,000 ",,2,,,,,e,Graduate,Thoda English,Min. 1 Years,Both,"Chembur, Mumbai, Maharashtra, India, Maharashtra - 400076"
Cook / Chef,Chords And Coffee Private Limited,"10,000
						-
						14,000 ",,10,,,,,e,10th or Below 10th,Thoda English,Freshers can apply,Male Only,"G-4/17 C, Gulmohar Commercial Complex, Yusuf Sarai, New Delhi, Delhi 110016, India, Green Park, Delhi NCR, Delhi-NCR - 110001"
Van Delivery Boy,Hind Flying Solution,"12,000
						-
						14,000 ",,10,,,,,e,10th or Below 10th,Thoda English,Freshers can apply,Male Only,"Indira Gandhi Pratishthan, Kathauta Chauraha Rd, Vibhuti Khand, Gomti Nagar, Lucknow, Uttar Pradesh 226010, Uttar Pradesh - 226001"
Kitchen Assistant,cheezzila,"10,000
						-
						14,000 ",,10,,,,,e,10th or Below 10th,No English,Freshers only,Male Only,"Shop no 1 and 2 pratap society vakola shivaji nagar santacruz east, Santacruz East, Mumbai, Maharashtra - 400076"
AC Technician,Bharti Enterprises,"9,000
						-
						14,000 ",,10,,,,,e,10th or Below 10th,Thoda English,Min. 1 Years,Male Only,"564 lucknow, Mohan Rd, Pink City, Lucknow, Uttar Pradesh 226017, India, Lucknow Cantonment, Lucknow, Uttar Pradesh - 226001"
Field Executive,Paytm Service Pvt. Ltd.,"12,000
						-
						15,500 ",,10,,,,,e,12th Pass,Thoda English,Freshers can apply,Male Only,"Bhatagaon, Raipur, Chhattisgarh, India, Chhattisgarh - 490042"
Business Development Executive (BDE),Skilldzire Technologies Private Limited,"10,000
						-
						14,000 ",,10,,,,,e,Graduate,Fluent English,Freshers only,Both,"https://goo.gl/maps/Rsk5ggS257HYJnLi6, HITEC City, Hyderabad, Telangana - 500001"
Pharmacist,Medinfini Pharmaceuticals,"11,000
						-
						14,000 ",,10,,,,,e,Graduate,Thoda English,Freshers only,Both,"https://goo.gl/maps/uTEX2oErPK3miLnBA, Vashi, Mumbai, Maharashtra - 400076"
Car Detailer,Autobods,"11,000
						-
						14,000 ",,10,,,,,e,10th or Below 10th,No English,Freshers can apply,Male Only,"Pune, Pune, Maharashtra - 411002"
Restaurant Cashier,Swami Samarth Foods,"11,000
						-
						15,000 ",,10,,,,,e,12th Pass,Thoda English,Min. 6.0 months,Male Only,"Jia Sarai, Gamal Abdel Nasser Marg, Block F, Deer Park, Hauz Khas, New Delhi, Delhi 110016, India, Hauz Khas, Delhi-NCR - 110001"
Grocery Store Manager,Davda Infrastructure,"8,000
						-
						14,000 ",,10,,,,,e,12th Pass,Thoda English,Min. 2 Years,Male Only,"BelleVue Viera, Bavla Nalsarovar Road, Opp. APMC Market Road, Adroda, Bavla, Gujarat 382220, India, Bavla, Ahmedabad, Gujarat - 380001"
Housekeeping Staff,Vijay Home Services,"13,000
						-
						14,000 ",,1,,,,,e,10th or Below 10th,No English,Freshers can apply,Male Only,"Homzinterio 115, 3, ITPL Main road, AECS Layout, Brookfield, Bengaluru, karnataka 560037, Whitefield, Bengaluru, Karnataka - 560001"
Accountant,Eurovesion Systems,"10,000
						-
						14,000 ",,10,,,,,e,Graduate,Thoda English,Min. 1 Years,Female Only,"1663, 1664, Satya Vihar, Rasulgarh, Bhubaneswar, Odisha 751007, India, Satya Vihar, Bhubaneswar, Odisha - 750017"
E Commerce Catalog Manager,Geenia International Private Limited,"10,000
						-
						14,000 ",,10,,,,,e,12th Pass,Thoda English,Freshers can apply,Both,"6A, 2ND Floor, Shivaji Marg, Karampura Industrial Area, Karam Pura, New Delhi, Delhi, India, Moti Nagar, Delhi-NCR - 110001"
Marketing Assistant,Grace Security Solution,"12,500
						-
						16,500 ",,1,,,,,e,12th Pass,Good English,Freshers can apply,Male Only,"50, S D Road, Sebastian Road, Regimental Bazaar, Shivaji Nagar, Secunderabad, Telangana 500003, India, S D Road, Hyderabad, Telangana - 500001"
House cleaner,Georgia Sunshine Village,"12,000
						-
						14,000 ",,1,,,,,e,10th or Below 10th,No English,Min. 3 Years,Male Only,"81,82, Doddaballapur Main Rd, Yelahanka, Bengaluru, Karnataka 560064, India, Karnataka - 560001"
Office Admin,B E Solutions And Technologies,"12,000
						-
						14,000 ",,1,,,,,e,Graduate,Good English,Freshers can apply,Female Only,"Nr-144 23rd 12th Main 3rd Block East Jayanagar, Jayanagar East, Bengaluru, Karnataka - 560001"
Fitness Trainer,Zurich Fitness,"13,000
						-
						24,000 ",,10,,,,,e,12th Pass,Thoda English,Freshers can apply,Both,"''R.N Archade'' No 13, 2nd stage, in A.D Halli extension,Karnataka Bank Building,3rd Floor,Basveshwarnagar,Bangalore, Basaveshwara Nagar, Bengaluru, Karnataka - 560001"
Back Office Executive,Secure Authentic Services Opc,"10,000
						-
						14,000 ",,1,,,,,e,12th Pass,Thoda English,Freshers can apply,Female Only,"203,Jaydeep Building No B/66, Sector 1, Shanti Nagar, Mira Road East Thane 401107, Mira Road East, Mumbai, Maharashtra - 400076"
Warehouse Executive,Shubham Impex,"10,000
						-
						14,000 ",,10,,,,,e,10th or Below 10th,No English,Freshers can apply,Both,"Maruti Complex , Bunder, Bunder, Mangalore, Karnataka - 574142"
Housekeeping Staff,Jeeva Pet Hospital,"13,000
						-
						14,000 ",,1,,,,,e,10th or Below 10th,No English,Freshers can apply,Male Only,"101, Ground Floor, Sriven Rag Serenity, 1/2, Kanakapura Rd, next to D mart, Bayyanapalya, Vajarahalli Village, Talaghattapura, Bengaluru, Karnataka 560062, India, Vajarahalli, Bengaluru, Karnataka - 560001"
Counter Staff,White Gazelle Retail Llp,"12,000
						-
						17,000 ",,10,,,,,e,12th Pass,Thoda English,Freshers can apply,Male Only,"Shop No -2, Lower Ground Floor, Chauhan Complex, near Dominos Pizza, Sector 12, Vasundhara, Ghaziabad, Uttar Pradesh 201012, India, Vasundhara, Delhi-NCR, Delhi - 110001"
Field Manager,9Roof Acreage Private Limited,"10,000
						-
						18,000 ",,10,,,,,e,12th Pass,Thoda English,Freshers can apply,Both,"172, Nayapura Main Rd, Indore GPO, Indore, Madhya Pradesh 452007, India, Vijay Nagar, Indore, Madhya Pradesh - 451010"
Accounting Assistant,Shivam Mundra & Associates,"10,000
						-
						13,500 ",,10,,,,,e,Graduate,Thoda English,Min. 6.0 months,Male Only,"159, Bangur Ave, Block C, Block A, Bangur Avenue, Kolkata, West Bengal 700055, India, West Bengal - 700080"
Restaurant Staff,The Kings Field Restaurant,"10,000
						-
						14,000 ",,10,,,,,e,10th or Below 10th,Thoda English,Freshers can apply,Male Only,"Shop No. 15, First Floor, Centrium Shopping Center, Lokhandwala Complex, Kandivali (east), Mumbai., Kandivali East, Mumbai, Maharashtra - 400076"
Hydraulic Press Worker,PHE Sealing Solutions,"13,000
						-
						13,500 ",,10,,,,,e,10th or Below 10th,Thoda English,Min. 6.0 months,Male Only,"Behrampur Rd, Block A, Sector 34, Gurugram, Haryana 122004, India, Hero Honda Chowk Gurgaon, Delhi-NCR, Delhi - 110001"
Assistant Technician,Integrated Personnel Services (IPS),"10,000
						-
						13,800 ",,10,,,,,e,10th or Below 10th,Thoda English,Freshers can apply,Male Only,"Vijayawada, Vijayawada, Andhra Pradesh - 502355"
Delivery Boy,FYC Tech Private Limited(Jumppers),"13,000
						-
						15,500 ",,10,,,,,e,10th or Below 10th,No English,Freshers can apply,Male Only,"Chomu Palace Hotel, Sikar Road, Naya BaJar, Chomu, Rajasthan, India, Jetpura, Jaipur, Rajasthan - 302001"
Telecaller Outbound,Bajaj Finserv Health Limited,"12,500
						-
						18,800 ",,10,,,,,e,12th Pass,Thoda English,Freshers can apply,Both,"Bajaj Finance Limited, Shop No 01, A1 Chowk, Station Rd, Hippargi, Akkalkot, Maharashtra 413216, India, Akkalkot, Solapur, Maharashtra - 413001"
Office Boy / Peon,Gupta Sports House,"10,000
						-
						13,500 ",,10,,,,,e,10th or Below 10th,Thoda English,Min. 3 Years,Male Only,"26 school lane opp hotel lalit. new delhi - 110001, Barakhamba, Delhi-NCR, Delhi - 110001"
Delivery Boy,FYC Tech Private Limited(Jumppers),"11,000
						-
						15,500 ",,10,,,,,e,10th or Below 10th,No English,Freshers can apply,Male Only,"Outside Chandpole, Kabir Nagar, Jodhpur, Rajasthan 342001, India, Rajasthan - 112001"
Finance Marketing Executive,First attempt skills training pvt ltd,"11,000
						-
						15,000 ",,10,,,,,e,Graduate,Thoda English,Freshers only,Male Only,"Udaipur, Udaipur, Rajasthan - 313001"
X-Ray Technician,M/s Healthcare Ultrasound and Diagnostics,"11,000
						-
						13,000 ",,10,,,,,e,Diploma,Thoda English,Min. 3 Years,Female Only,"173 basement pocket c Dsidc sheds Okhla I, Okhla Industrial Estate, New Delhi, Delhi 110020, India, Okhla, Delhi-NCR - 110001"
Accountant/ Accounts Executive,Luxe Stones Private Limited,"10,000
						-
						13,000 ",,10,,,,,e,Graduate,Good English,Min. 2 Years,Female Only,"Panchsheel Nagar, Ajmer, Rajasthan 305004, India, Ajmer, Ajmer, Rajasthan - 305001"
Mechanical Engineer,Sun Digital Technology,"8,000
						-
						13,000 ",,10,,,,,e,Graduate,Thoda English,Freshers can apply,Male Only,"New Amritsar Colony, Amritsar, Punjab, India, Shri Guru Amar Dass Nagar, Amritsar, Punjab - 143001"
Customer Care Executive,Stunning Seven Global Services,"11,000
						-
						15,500 ",,150,,,,,e,12th Pass,Good English,Freshers can apply,Both,"Ghansoli, Navi Mumbai, Maharashtra, India, Ghansoli, Mumbai, Maharashtra - 400076"
Account Assistant,MIFM Operations,"10,000
						-
						13,000 ",,10,,,,,e,Graduate,Good English,Min. 1 Years,Female Only,"Chimanlal Girdharlal Rd, Ellisbridge, Ahmedabad, Gujarat, India, C. G. Road, Ahmedabad, Gujarat - 380001"
Quality Assurance Engineer,Pooja Logistics,"11,500
						-
						13,000 ",,10,,,,,e,Diploma,Good English,Freshers can apply,Female Only,"250-51-52/17,G.I.D.C., MAKARPURA INDUSTRIAL ESTATE, VADODARA-390010, Makarpura, Vadodara, Gujarat - 300018"
Kitchen Helper,M/s Agroroot Engineering Solutions,"11,000
						-
						13,000 ",,1,,,,,e,10th or Below 10th,Thoda English,Min. 1 Years,Male Only,"Shop no.4, ground floor, Grace CHS, Shell Colony, Sahakar Nagar, Kurla, Mumbai, Maharashtra 400071, India, Chembur, Mumbai, Maharashtra - 400076"
Store Associate,Big Basket,"12,000
						-
						13,500 ",,10,,,,,e,12th Pass,Thoda English,Freshers can apply,Male Only,"Madhanang kuppam Road, Kallikuppam, Korattur, Chennai, Tamil Nadu, India, Vallalar Nagar, Chennai, Tamil Nadu - 600001"
Computer Operator,Wrushi Medihall 24,"8,000
						-
						15,000 ",,10,,,,,e,Graduate,Thoda English,Freshers can apply,Male Only,"Opp bsnl office,parijat chowk,savedi,ahmednagar, Ahmednagar, Ahmednagar, Maharashtra - 414001"
Clerk,T.N.Foundry And Machine Tools,"11,000
						-
						13,500 ",,10,,,,,e,Graduate,Thoda English,Freshers can apply,Female Only,"431, Industrial Area-B, Ludhiana, Punjab 141003, India, Industrial Area - B, Ludhiana, Punjab - 141001"
Google Workspace Analyst,Lapl Automotive Pvt Ltd,"8,000
						-
						13,000 ",,10,,,,,e,Graduate,Fluent English,Min. 1 Years,Both,"L-18/15,MIDC Waluj,Aurangabad-431136, Waluj, Aurangabad, Maharashtra - 431001"
Factory Supervisor,Krishnam International,"11,000
						-
						13,000 ",,1,,,,,e,10th or Below 10th,Thoda English,Min. 1 Years,Male Only,"Plot no. 11, plyboards Road no. 17, mannu vihar, near kailash canteen and primark, Vishwakarma Industrial Area, Jaipur, Rajasthan 302013, India, Rajasthan - 302001"
Waiter / Steward,M/S Vip Restaurant,"10,000
						-
						13,000 ",,10,,,,,e,10th or Below 10th,Thoda English,Min. 1 Years,Male Only,"Shop no. 32, Block B, Workshop Rd, Thapar Colony, Yamuna Nagar, Haryana 135001, India, Hasanpur, Saharanpur, Uttar Pradesh - 247001"
Business Development Executive,AIT Service Corporation,"10,000
						-
						15,000 ",,10,,,,,e,Graduate,Thoda English,Min. 1 Years,Both,"Jaipur, Jaipur, Rajasthan - 302001"
Accountant (Articleship),Atharva Enterprises,"8,000
						-
						13,000 ",,10,,,,,e,Graduate,Thoda English,Min. 1 Years,Both,"2nd Gate, Sm-433, Gokul Rd, Industrial Estate, Hubballi, Karnataka 580030, India, Gokul, Hubli, Karnataka - 580009"
Field Marketing Executive,Susthira Infra Projects,"13,000
						-
						15,000 ",,10,,,,,e,12th Pass,Thoda English,Freshers only,Both,"3rd Floor, Food Court, GSM Mall Madinaguda, opposite to My Home Jewels Apartments, ICRISAT Colony, Hyderabad, Telangana 500049, India, Miyapur, Hyderabad, Telangana - 500001"
Delivery Boy,FYC Tech Private Limited(Jumppers),"13,000
						-
						15,500 ",,10,,,,,e,10th or Below 10th,No English,Freshers can apply,Male Only,"Road, 1, Rampura Rd, Ganpati Nagar, Sanganer, Jaipur, Rajasthan 302020, India, Rampura, Jaipur, Rajasthan - 302001"
Sales & Marketing Executive,My Kitchen Hub,"13,000
						-
						15,500 ",,10,,,,,e,12th Pass,No English,Freshers only,Both,"ITI Signal, ITI Ambad Road, MIDC, Satpur, Nashik, Maharashtra, India, Parijat Nagar, Nashik, Maharashtra - 420003"
Telecalling Executive,Vr Enterprises,"11,000
						-
						13,000 ",,4,,,,,e,12th Pass,Fluent English,Freshers can apply,Female Only,"305, ESI Hospital Rd, near Starcarz-Ludhiana- Second hand Car Dealer in Ludhiana | Used Car Dealer in Ludhiana | Best Second Hand Car Dealer |, New Model Town, Jawaharnagar, Ludhiana, Punjab 141001, India, Model Gram, Ludhiana, Punjab - 141001"
Customer Support Executive,Firstcall BPO,"11,600
						-
						13,600 ",,10,,,,,e,12th Pass,Thoda English,Freshers can apply,Both,"Vanasthalipuram Main Rd, near Ganesh Temple, Hastina Puram Colony, NGO Colony, Vanasthalipuram, Sahebnagar_Kalan, Telangana 500070, India, Vanasthalipuram, Hyderabad, Telangana - 500001"
Telecaller,RV Enterprises,"9,000
						-
						29,000 ",,20,,,,,e,10th or Below 10th,Thoda English,Freshers can apply,Female Only,"2nd floor ganpati house mmm marg hazratganj lucknow, Hazratganj, Lucknow, Uttar Pradesh - 226001"
Relationship Officer,Intact Healthcare Services,"10,500
						-
						15,500 ",,10,,,,,e,12th Pass,Thoda English,Freshers can apply,Both,"Vandematram road, Vandematram Arcade, Janta Nagar, Gota, Ahmedabad, Gujarat, India, Vandemataram Arcade, Ahmedabad, Gujarat - 380001"
Counter Sales Executive,Motiwala Perfumes,"11,000
						-
						15,500 ",,10,,,,,e,12th Pass,Thoda English,Freshers can apply,Male Only,"Bhaga Talav Main Rd, Bhaga Talav, Nanavat, Surat, Gujarat 395003, Bhagatalav, Surat, Gujarat - 395003"
Field Assistant,Bharat  Finance Inclusion Limited,"12,500
						-
						23,750 ",,10,,,,,e,10th or Below 10th,Thoda English,Freshers can apply,Both,"Kochi, Kochi, Kerala - 682001"
Back Office Executive,SHIV INDUSTRIES,"8,500
						-
						13,500 ",,1,,,,,e,12th Pass,Fluent English,Freshers can apply,Female Only,"40/A GIDC ESTATE , MAKARPURA ,VADODARA, Makarpura, Vadodara, Gujarat - 300018"
Telecaller Outbound,Bajaj Finserv Health Limited,"12,500
						-
						18,800 ",,20,,,,,e,12th Pass,Thoda English,Min. 1 Years,Both,"Bajaj Finance Ltd. Shop no- 204/205, 2nd floor,  RTO office road, Railway Station,  Aurangabad 431001, Nirala Bazar, Aurangabad, Maharashtra - 431001"
Pharmacist,Mahalaxmi Medico,"12,500
						-
						13,500 ",,1,,,,,e,Diploma,Thoda English,Min. 1 Years,Male Only,"Swiss County Housing Society Block-J1, SWISS COUNTY HOUSING SOCIETY, Swiss County Rd, Sector No. 34, Thergaon, Pimpri-Chinchwad, Maharashtra 411017, India, Thergaon, Pune, Maharashtra - 411002"
Call Centre BPO Executive,M/s Nasruddin Hardware,"9,000
						-
						19,000 ",,10,,,,,e,12th Pass,Fluent English,Min. 2 Years,Female Only,"M.S. Nagar, Agrahara Badavane, Bellahalli, Karnataka 560064, India, Agrahara Layout, Bengaluru, Karnataka - 560001"
Field Executive,Bharat  Finance Inclusion Limited,"10,000
						-
						22,500 ",,30,,,,,e,12th Pass,Thoda English,Freshers can apply,Male Only,"Kolhapur, Kolhapur, Maharashtra - 416001"
Counter Salesperson,Sathya Enterprise,"11,500
						-
						14,500 ",,10,,,,,e,10th or Below 10th,Thoda English,Freshers can apply,Female Only,"45/7, Shantiniketan Colony, Welcome Colony, Anna Nagar West Extension, Chennai, Tamil Nadu 600101, India, Anna Nagar West, Chennai, Tamil Nadu - 600001"
Italian Helper And Barista,Jan Pro,"10,000
						-
						14,000 ",,10,,,,,e,10th or Below 10th,Thoda English,Min. 1 Years,Both,"Kandivali, Thakur Village, Kandivali East, Mumbai, Maharashtra, India, Maharashtra - 400076"
Delivery Boy Biker,MedPlus,"13,000
						-
						17,500 ",,10,,,,,e,10th or Below 10th,Thoda English,Freshers can apply,Male Only,"Goregaon, Mumbai, Maharashtra - 400076"
Picking Packing,Parishram Resources,"12,000
						-
						13,500 ",,10,,,,,e,10th or Below 10th,Thoda English,Freshers can apply,Male Only,"Ekkatuthangal, Chennai, Tamil Nadu, India, Ekkaduthangal, Chennai, Tamil Nadu - 600001"
Driver Cum Office Boy,YUSUF&ASSOCIATES,"12,000
						-
						14,000 ",,10,,,,,e,10th or Below 10th,Thoda English,Min. 5 Years,Male Only,"Kolkata, Kolkata, West Bengal - 700080"
Team Member,Sapphire Foods India Limited,"13,600
						-
						15,500 ",,10,,,,,e,10th or Below 10th,No English,Freshers can apply,Both,"SF 201, Sivanandapuram, Sathy Rd, Saravanampatti, Coimbatore, Tamil Nadu 641035, India, Tamil Nadu - 641001"
Front Desk Receptionist,Vision Worldtech Private Limited,"9,000
						-
						15,000 ",,10,,,,,e,12th Pass,Thoda English,Freshers can apply,Female Only,"Infront of  Jaipur Hospital A-15 Jai Ambey nagar, Durgapura, Jaipur, Rajasthan 302018, Gopalpura, Jaipur, Rajasthan - 302001"
Field Marketing Executive,Vr Enterprises,"12,500
						-
						17,000 ",,10,,,,,e,12th Pass,Thoda English,Freshers only,Male Only,"Ludhiana, Ludhiana, Punjab - 141001"
Sales & Service Engineer,Radhe Tiles World,"7,000
						-
						14,000 ",,10,,,,,e,12th Pass,Thoda English,Freshers can apply,Female Only,"Nr Ganj Mandi, Durg - Dhamdha Rd, Sikola Basti, Durg, Chhattisgarh 491001, India, Dhamdha, Bhilai, Chhattisgarh - 490001"
Office Boy / Peon,Champs Educare Private Limited,"10,000
						-
						14,000 ",,4,,,,,e,10th or Below 10th,No English,Freshers can apply,Male Only,"Mumbai, 2WVH+57M, Mankhurd Gaon, Mankhurd, Mumbai, Maharashtra 400088, India, Chembur, Mumbai, Maharashtra - 400076"
Accountant Cum Office Assistant,Chetna Packaging,"10,000
						-
						14,000 ",,1,,,,,e,Graduate,Thoda English,Min. 1 Years,Both,"C/152, Ghatkopar Industrial Estate, Rd Number 6, Amrut Nagar, Ghatkopar West, Mumbai, Maharashtra 400086, India, Maharashtra - 400076"
Customer Care Officer,Golden Star Surgical Industries,"11,000
						-
						19,000 ",,10,,,,,e,Graduate,Thoda English,Freshers can apply,Both,"Plot No 2 Sangal Sohal Road, Adjoining Leather Complex, Jalandhar, Punjab 144002, India, Paras Estate, Jalandhar, Punjab - 144001"
Picker / Packer,High Source HR Solutions Private Limited,"13,000
						-
						14,000 ",,10,,,,,e,10th or Below 10th,Thoda English,Freshers only,Male Only,"Mickel Tower, Padamugal, Kunnumpuram, Kakkanad, Ernakulam, Kerala-682021., Ernakulam, Kochi, Kerala - 682001"
Eco Driver,Kabra Express Logistics Pvt. Ltd,"10,000
						-
						14,000 ",,10,,,,,e,10th or Below 10th,Thoda English,Min. 1 Years,Male Only,"Ahmedabad, Ahmedabad, Gujarat - 380001"
Dispatch Person,Vindhya Associates,"10,000
						-
						14,000 ",,10,,,,,e,10th or Below 10th,No English,Freshers can apply,Male Only,"#2-T-120/2, Uma Madhav Mansion, Maroli-Kaikamba Junction, NH73, Maroli, Mangaluru, Karnataka 575005, India, Bikarnakatte Kaikamba, Mangalore, Karnataka - 574142"
Sales Man,Kandan Traders,"12,000
						-
						23,000 ",,10,,,,,e,Graduate,No English,Freshers can apply,Male Only,"Railway Station Road, Thiruninravur, Balakrishna Puram, Tamil Nadu 602024, India, Avadi, Chennai, Tamil Nadu - 600001"
Telecaller,Pandit Shivkumar Vastu Ideas Private Limited,"12,000
						-
						13,000 ",,10,,,,,e,12th Pass,Thoda English,Min. 6.0 months,Female Only,"Abhijit court, 402, 5th floor, opposite lane no 13, bhandarkar road, Deccan, pune., Deccan Gymkhana, Pune, Maharashtra - 411002"
Line Chef Commi 3,Freshmenu,"10,000
						-
						14,000 ",,10,,,,,e,10th or Below 10th,Thoda English,Min. 1 Years,Male Only,"Jakkur, Bengaluru, Karnataka, India, Karnataka - 560001"
Line Chef Commi 3,Freshmenu,"10,000
						-
						14,000 ",,10,,,,,e,10th or Below 10th,Thoda English,Min. 1 Years,Male Only,"Mahadevapura, Bengaluru, Karnataka, India, Mahadevapura Cross, Bengaluru, Karnataka - 560001"
Line Chef Commi 3,Freshmenu,"10,000
						-
						14,000 ",,10,,,,,e,10th or Below 10th,Thoda English,Min. 1 Years,Male Only,"Richmond Circle, Bengaluru, Karnataka, Itc, Bengaluru, Karnataka - 560001"
Store Keeper,Earth Placements,"11,000
						-
						13,000 ",,10,,,,,e,Graduate,Thoda English,Min. 2 Years,Both,"Chimanlal Girdharlal Rd, Ellisbridge, Ahmedabad, Gujarat, India, C. G. Road, Ahmedabad, Gujarat - 380001"
Therapist, Passion Healthy Life,"12,000
						-
						13,000 ",,10,,,,,e,Graduate,Good English,Freshers can apply,Female Only,"431a Tulsi nagar near Apollo dbct Indore, Vijay Nagar, Indore, Madhya Pradesh - 451010"
Line Chef Commi 3,Freshmenu,"10,000
						-
						14,000 ",,10,,,,,e,10th or Below 10th,Thoda English,Min. 1 Years,Male Only,"Whitefield, Bengaluru, Karnataka, India, Karnataka - 560001"
Office Assistant,Sundrex Oil Company Limited,"10,000
						-
						13,000 ",,10,,,,,e,Graduate,Thoda English,Min. 6.0 months,Female Only,"Biparnna Para, Jangalpur, West Bengal 711302, India, Howrah, Kolkata, West Bengal - 700080"
Line Chef Commi 3,Freshmenu,"10,000
						-
						14,000 ",,10,,,,,e,10th or Below 10th,Thoda English,Min. 1 Years,Male Only,"RR Nagar, Bengaluru, Karnataka, India, Rajeshwari Nagara, Bengaluru, Karnataka - 560001"
Beautician,Beglus Home's Salon,"6,000
						-
						13,000 ",,1,,,,,e,10th or Below 10th,Thoda English,Freshers can apply,Female Only,"Indira Nagar, Lucknow, Uttar Pradesh, India, Uttar Pradesh - 226001"
Line Chef Commi 3,Freshmenu,"10,000
						-
						14,000 ",,10,,,,,e,10th or Below 10th,Thoda English,Min. 1 Years,Male Only,"Kasavanahalli, Karnataka, India, Ambalipura, Bengaluru, Karnataka - 560001"
Telecaller Outbound,Sairaj Agency,"10,000
						-
						13,000 ",,10,,,,,e,12th Pass,Good English,Freshers can apply,Both,"Ishana Building, Paud Road,Left  Bhusari Colony, Kothrud, Pune, Maharashtra 411038, India, Kothrud Depot, Pune, Maharashtra - 411002"
E-Commerce Manager,Shri Lalji Enterprises,"10,000
						-
						13,000 ",,10,,,,,e,Graduate,Thoda English,Freshers can apply,Female Only,"Pitampura, New Delhi, Delhi, India, VAISHALI ENCLAVE, Delhi-NCR - 110001"
Line Chef Commi 3,Freshmenu,"10,000
						-
						14,000 ",,10,,,,,e,10th or Below 10th,Thoda English,Min. 1 Years,Male Only,"Worli, Mumbai, Maharashtra, India, Maharashtra - 400076"
Computer Operator,Shah Brothers,"12,000
						-
						13,000 ",,10,,,,,e,Graduate,Good English,Min. 2 Years,Male Only,"1901, HARDIK ESTATE , NEAR GAYATRI MANDIR , ASLALI , AHMEDABAD., Aslali, Ahmedabad, Gujarat - 380001"
Line Chef Commi 3,Freshmenu,"10,000
						-
						14,000 ",,10,,,,,e,10th or Below 10th,Thoda English,Min. 1 Years,Male Only,"Koramangala, Bengaluru, Karnataka, India, Karnataka - 560001"
